,tweet_text,emotion_in_tweet_is_directed_at,Sentiment,brand,processed_text,predicted_sentiment
8164,ATTN @mention  RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},N/A,2.0,N/A,attn rt appl open temporari store downtown austin sxsw ipad  launch  link ,Neutral
8165,"Dear @mention , please tell us soon about Google Circles, as unveiled at #SxSW. Thanks!",Other Google product or service,1.0,Google,dear  pleas tell us soon googl circl  unveil sxsw  thank ,Unknown
8166,Askd @mention (he's at #sxsw) No answr! RT @mention Google Latina &amp; u find porn. this is 1st impression people get about us? #latism,N/A,2.0,N/A,askd  he sxsw  answr  rt googl latina  u find porn  st impress peopl get us  latism,Neutral
8167,Well @mention @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,1.0,Apple,well appl open temporari store downtown austin sxsw ipad  launch  link ,Neutral
8168,(via @mention #SXSW 2011: The #Google and #Bing smackdown in all its bloody banality {link},N/A,2.0,N/A, via sxsw   googl bing smackdown bloodi banal  link ,Neutral
8169,Help @mention advance in the TechStars @mention {link} | #getoutthevote #sxsw #ipad #iphone #startup,N/A,2.0,N/A,help advanc techstar  link   getoutthevot sxsw ipad iphon startup,Neutral
8170,P.S. @mention and Google throw a b!tchin' party. Shout out to The Spazmatics #sxsw,Google,1.0,Google,p   googl throw b  tchin  parti  shout spazmat sxsw,Positive
8171,"This @mention article about #SXSW is so good I'm linking to it on an iPhone on a train, which is the opposite of easy: {link}",N/A,2.0,N/A,articl sxsw good im link iphon train  opposit easi   link ,Neutral
8172,hmm. @mention broke 'Google Circles' story this morning. @mention pointing us to the article now {link} #scinfluence #sxsw,N/A,2.0,N/A,hmm  broke  googl circl  stori morn  point us articl  link  scinfluenc sxsw,Neutral
8173,"Wow, @mention developed it's iPad app for just $15k #newsapps #sxsw",iPad or iPhone App,1.0,Apple,wow  develop ipad app  k newsapp sxsw,Positive
8174,Like @mention Download 'Freak Jet' on your iPhone. Hilarious. See I'm learning new stuff at #SXSW,iPad or iPhone App,1.0,Apple,like download  freak jet  iphon  hilari  see im learn new stuff sxsw,Positive
8175,"Grab @mention for #betainvites #sxsw! @mention new Android camera, raises $1.1M from Valley players bit.ly/eA1zgD /via @mention",Android,1.0,Android,grab betainvit sxsw  new android camera  rais   valley player bitlyeazgd  via,Positive
8176,Like @mention I've now seen most of Austin in Google Streetview checking out apartments for #sxsw. Austin is not easy on the click.,N/A,2.0,N/A,like ive seen austin googl streetview check apart sxsw  austin easi click ,Neutral
8177,omg @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,1.0,Apple,omg rumor  appl open temporari store downtown austin sxsw ipad  launch  link ,Neutral
8178,From @mention Marissa Mayer: 40% Of Google Maps Use Mobile #sxsw {link},Other Google product or service,1.0,Google,marissa mayer    googl map use mobil sxsw  link ,Neutral
8179,(y) @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link},N/A,2.0,N/A,  new ubersoci iphon app store includ uberguid sxsw sponsor mashabl  link ,Neutral
8180,"On perception of Google Street View as Big Brother - trying to be transparent about data we have, give users control - @mention #SXSW",N/A,2.0,N/A,percept googl street view big brother  tri transpar data  give user control  sxsw,Neutral
8181,Line @mention pop up? About 30 deep. Line @mention crossroads? Closer to 300. Big demand 4 Liz phair w/ freecreditscore band? Sorry ipad2 #SXSW,N/A,2.0,N/A,line pop   deep  line crossroad  closer   big demand  liz phair w  freecreditscor band  sorri ipad  sxsw,Neutral
8182,Mom (@mention quick - apply for a job @mention they need help identifying this bird through search!  #SXSW  {link},N/A,2.0,N/A,mom  quick  appli job need help identifi bird search  sxsw  link ,Neutral
8183,Cc : @mention RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},N/A,2.0,N/A,cc  rt new ubersoci iphon app store includ uberguid sxsw  cont   link ,Neutral
8184,"Now, @mention tells how the iPad is making more accessible for all people is your site ready? #poursite #sxsw {link}",iPad,1.0,Apple, tell ipad make access peopl site readi  poursit sxsw  link ,Neutral
8185,Live @mention the sxsw mobile accessibility session in room 8A: surprise guest Charles Chen is there answering questions about Android access.#sxsw,N/A,2.0,N/A,live sxsw mobil access session room  surpris guest charl chen answer question android access  sxsw,Neutral
8186,"#SXSW protip: if your iPhone keeps saying it has no internet connection but you have a good signal, turn off 3G. Edge works perfectly.",N/A,2.0,N/A,sxsw protip  iphon keep say internet connect good signal  turn g  edg work perfectli ,Unknown
8187,"&quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw",N/A,2.0,N/A, multipl approach monet   iphon game dev  ad would cheapen product  ok  good luck sxsw,Neutral
8188,"Music: Artist: duckett Song name: Another girl Instrumental Source: Creative Commons, via ...  #ipad #sxsw #gadgets {link}",N/A,2.0,N/A,music  artist  duckett song name  anoth girl instrument sourc  creativ common  via  ipad sxsw gadget  link ,Neutral
8189,Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW,Other Google product or service,2.0,Google,googl latitud checkin follow foursquar reward sxsw  link  free googlela googlemarch sxsw,Neutral
8190,Google Latitude to make a big push at #SXSW..will they breakthrough this year? {link},Google,1.0,Google,googl latitud make big push sxsw  breakthrough year   link ,Positive
8191,Mobile activations of @mention up 200% in 9 months with android taking huge market share #SXSWMobileApps #SXSW #AccessSXSW,Android,1.0,Android,mobil activ    month android take huge market share sxswmobileapp sxsw accesssxsw,Positive
8192,Robot battles hosted by Google and LEGO are about to start. #sxsw {link},N/A,2.0,N/A,robot battl host googl lego start  sxsw  link ,Neutral
8193,"Congrats to @mention another @mention winner of an #iPad case, it's going on a mission trip with his sister in Haiti! #SXSW #cbatsxsw",iPad,1.0,Apple,congrat anoth winner ipad case  go mission trip sister haiti  sxsw cbatsxsw,Positive
8194,Congrats to @mention for executing the @mention event guide! Have it loaded on my iPhone #sxsw #sxsw11 {link},iPad or iPhone App,1.0,Apple,congrat execut event guid  load iphon sxsw sxsw  link ,Positive
8195,congrats to @mention for getting to the next level in his fave iPad game PengAirborne #dowtimebetweensessions #iamagameshater #SXSW,N/A,2.0,N/A,congrat get next level fave ipad game pengairborn dowtimebetweensess iamagameshat sxsw,Positive
8196,Congrats to @mention for winning the Ipad 2 raffled at the #SmileyParty. Check your inbox for details! #sxsw,N/A,2.0,N/A,congrat win ipad  raffl smileyparti  check inbox detail  sxsw,Positive
8197,Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,iPad,1.0,Apple,congrat win last ipad case boyfriend aw  sxsw cbatsxsw,Positive
8198,"REDCROSS to 90999 RT @mention If you can afford to attend #sxsw or buy an iPad today, consider a few $$$ for Japan earthquake relief.",N/A,2.0,N/A,redcross  rt afford attend sxsw buy ipad today  consid    japan earthquak relief ,Neutral
8199,En route to austin for #sxsw - I'll bet a new iphone 5 that's 90% of the flight,N/A,2.0,N/A,en rout austin sxsw  ill bet new iphon  that   flight,Neutral
8200,"en route to austin, tx for #sxsw accompanied by fedoras + instruments + weird haircuts + apple products",N/A,2.0,N/A,en rout austin  tx sxsw accompani fedora  instrument  weird haircut  appl product,Neutral
8201,"San Jose to Austin.  I am surrounded by Apple and Google peeps, every tech nerds dream. Time turn up the charm and find a new bff #sxsw",Google,1.0,Google,san jose austin  surround appl googl peep  everi tech nerd dream  time turn charm find new bff sxsw,Positive
8202,this has to be the first Apple product launch that *hasn't* plagued my twitter stream #sxsw,Apple,2.0,Apple,first appl product launch  hasnt  plagu twitter stream sxsw,Neutral
8203,"Congrats to Bernd, Florian and @mention on the launch of the Guguchu Ticket Terminal iPhone app ahead of #sxsw {link}",iPad or iPhone App,1.0,Apple,congrat bernd  florian launch guguchu ticket termin iphon app ahead sxsw  link ,Positive
8204,The line to buy an iPad 2 stretches 2 blocks. Not getting one today. :) #SXSW,N/A,2.0,N/A,line buy ipad  stretch  block  get one today   sxsw,Neutral
8205,"We start to compete with the bigger guys now, like Google. #checkins #pnid #sxsw",Google,1.0,Google,start compet bigger guy  like googl  checkin pnid sxsw,Neutral
8206,"I'd love to get my #ipad2 at the #apple store that's popping up downtown tomorrow, but lack the patience for #SXSW douchebaggery.",iPad,1.0,Apple,id love get ipad appl store that pop downtown tomorrow  lack patienc sxsw douchebaggeri ,Positive
8207,Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,N/A,2.0,N/A,last day get lp austin iphon app free  link  travel sxsw,Neutral
8208,Thrilled to have former Chief Talent Officer of Apple and Gap on @mention Advisory Board {link} #sxsw #sxswi #innotribe,Apple,1.0,Apple,thrill former chief talent offic appl gap advisori board  link  sxsw sxswi innotrib,Positive
8209,@mention to have temp store at 6th &amp; congress during #sxsw now attendees have no excuse to not be walking around with an #iPad 2! #Austin,iPad,1.0,Apple,temp store th  congress sxsw attende excus walk around ipad   austin,Positive
8210,The Memento iOS app is on sale for 99 for #SXSW  Wait Just One Momento_ Let Social Media Create Your Diary {link} #iPhone,N/A,2.0,N/A,memento io app sale  sxsw wait one momento  let social media creat diari  link  iphon,Neutral
8211,Contests to Juan on winning our last @mention commuter case for #iPhone 4 ! 2 $50 gift cards left! #cbatsxsw #SXSW,N/A,2.0,N/A,contest juan win last commut case iphon      gift card left  cbatsxsw sxsw,Neutral
8212,"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :-D #SXSW # {link}",iPad,1.0,Apple,congrat kenni  enjoy spank new case ipad  look happi  sxsw   link ,Positive
8213,"Congrats to Kenny, who now enjoys a spanking new @mention case for his iPad!  Look how happy he is!  :D #SXSW #CBatSXSW {link}",iPad,1.0,Apple,congrat kenni  enjoy spank new case ipad  look happi  sxsw cbatsxsw  link ,Positive
8214,@mention to launch 'Circles' later today at #SXSW?? gotta love #SXSW - one platform for everything from Independent film to Innovative Tech,N/A,2.0,N/A,launch  circl  later today sxsw   gotta love sxsw  one platform everyth independ film innov tech,Positive
8215,@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW - {link} (via @mention,N/A,2.0,N/A,launch  groupon live socialtyp  reward sxsw   link   via,Neutral
8216,@mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} | @mention,N/A,2.0,N/A,launch  groupon live socialtyp  reward sxsw  link  ,Neutral
8217,"@mention to Launch Social Network Called Circles, Possibly Today {link} #sxsw via: @mention - This should be interesting ^ JL",N/A,2.0,N/A,launch social network call circl  possibl today  link  sxsw via   interest  jl,Neutral
8218,starting to make my google cal for #sxsw. really excited to see @mention  @mention @mention @mentions,N/A,2.0,N/A,start make googl cal sxsw  realli excit see,Positive
8219,Guy next to me in the bathroom props his iPad above the urinal and keeps using it while going. These people are serious. #SXSW,N/A,1.0,N/A,guy next bathroom prop ipad urin keep use go  peopl seriou  sxsw,Positive
8220,Guy next to me is carefully studying the &quot;best parties at #SXSW 11&quot; spreadsheet he made on on his iPad. But it's an iPad 1. N00B!,N/A,2.0,N/A,guy next care studi  best parti sxsw   spreadsheet made ipad  ipad   nb ,Neutral
8221,@mention to open temporary store at SXSW {link} They should use @mention too #sxsw,N/A,2.0,N/A,open temporari store sxsw  link  use sxsw,Neutral
8222,Up early to purchase the #iPad 2 for our awesome sweepstakes giveaway and game at #SXSW! Details coming soon!,iPad,1.0,Apple,earli purchas ipad  awesom sweepstak giveaway game sxsw  detail come soon ,Positive
8223,Have yet to see someone with a PC (Dell or otherwise) at SXSW - all Apple MacBook Pro or iPads...#sxsw,Apple,1.0,Apple,yet see someon pc  dell otherwis  sxsw  appl macbook pro ipad  sxsw,Neutral
8224,@mention To sell iPad 2s to #SXSW attendees. It worked. They sold out.,iPad,1.0,Apple,sell ipad sxsw attende  work  sold ,Positive
8225,The line to the #apple #ipad2 popup store on 6th &amp; Congress warps around to 5th st. #SXSW  {link},N/A,2.0,N/A,line appl ipad popup store th  congress warp around th st  sxsw  link ,Neutral
8226,Just got to the google party at speakeasy. Free drinks and food coming out! #sxsw,N/A,2.0,N/A,got googl parti speakeasi  free drink food come  sxsw,Positive
8227,"Congrats to VA client Discovr, kicking a** and taking names: {link}  Hottest music app at #SXSW? {link}",N/A,2.0,N/A,congrat va client discovr  kick   take name   link  hottest music app sxsw   link ,Neutral
8228,"Planning to wait for the iPad2 at the #sxsw Apple Store, get #infeKTD. Might be players in the crowd.  {link}",iPad,1.0,Apple,plan wait ipad  sxsw appl store  get infektd  might player crowd   link ,Neutral
8229,"Ser cierto? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today rww.to/f6BCEt #sxsw",N/A,2.0,N/A,ser cierto  rt googl launch major new social network call circl  possibl today rwwtofbcet sxsw,Neutral
8230,iPhone autocorrects &quot;sxsw&quot; to &quot;scar&quot; -- foreshadowing? #sxsw,N/A,2.0,N/A,iphon autocorrect  sxsw   scar    foreshadow  sxsw,Neutral
8231,"Released today by @mention Spin Play: Spin Magazine's iPad app, download it now! (1st issue free) {link} #sxsw",N/A,2.0,N/A,releas today spin play  spin magazin ipad app  download   st issu free   link  sxsw,Neutral
8232,&quot;Tattoo for an iPad&quot; chalked on the pavement. What can it mean? #sxsw #applefanatic,iPad,1.0,Apple, tattoo ipad  chalk pavement  mean  sxsw applefanat,Positive
8233,I'm here too!  RT @mention #bettercloud #SXSW presenter &amp; Austin native John Wiley happens to be chief engineer behind Google search,N/A,2.0,N/A,im  rt bettercloud sxsw present  austin nativ john wiley happen chief engin behind googl search,Neutral
8234,For iPod too? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},N/A,2.0,N/A,ipod  rt new ubersoci iphon app store includ uberguid sxsw  cont   link ,Neutral
8235,"My #SXSW toolkit:  laptop+charger, iPhone, H2O, bike, &amp; shades:  I'm a walking Apple ad with a touch of REI.  What's in your #sxswtoolkit?",Apple,1.0,Apple,sxsw toolkit  laptop  charger  iphon  ho  bike   shade  im walk appl ad touch rei  what sxswtoolkit ,Positive
8236,My CNET story on Apple's schooling the social marketing execs at #SXSW with its pop-up #iPad2  launch {link},N/A,2.0,N/A,cnet stori appl school social market exec sxsw popup ipad launch  link ,Neutral
8237,There is totally a make-shift Apple store downtown. #sxsw,N/A,2.0,N/A,total makeshift appl store downtown  sxsw,Positive
8238,@mention totally digging the new foursquare on iPhone. Just in time for #sxsw. Craps rematch in Austin from big Omaha?,iPad or iPhone App,1.0,Apple,total dig new foursquar iphon  time sxsw  crap rematch austin big omaha ,Unknown
8239,"@mention Totally! I mean, the number of companies that seemed to be offering the same thing at #sxsw was sad. Apple beat you, give up guys.",Apple,1.0,Apple,total  mean  number compani seem offer thing sxsw sad  appl beat  give guy ,Positive
8240,At &quot;Touching Stories: Designing Magazines for the iPad #touchingstories #tbwasxsw #sxsw,N/A,2.0,N/A, touch stori  design magazin ipad touchingstori tbwasxsw sxsw,Neutral
8241,"Google Hotpot - &quot;Not as good as other services, but we will force it on you anyways.&quot; #SXSW",Other Google product or service,0.0,Google,googl hotpot   good servic  forc anyway   sxsw,Neutral
8242,"Google Hotpot activity map for this week in Austin, TX before #SxSW #SUxSW {link}",N/A,2.0,N/A,googl hotpot activ map week austin  tx sxsw suxsw  link ,Neutral
8243,"Google Hotpot at #sxsw - instant rating &amp; review via Places, social sharing, etc. Yelp killer?",N/A,2.0,N/A,googl hotpot sxsw  instant rate  review via place  social share  etc  yelp killer ,Neutral
8244,Google hotpot brings Netflix-style functionality to Places. Result is Yelp with no personality. #bettersearch #SXSW,N/A,2.0,N/A,googl hotpot bring netflixstyl function place  result yelp person  bettersearch sxsw,Neutral
8245,Google Hotpot demo at #SXSW Seems a whole lot like #yelp to me- innovate or not be left outa game? They show heat maps2 {link},N/A,2.0,N/A,googl hotpot demo sxsw seem whole lot like yelp  innov left outa game  show heat map   link ,Neutral
8246,Google hotpot has anyone used it? #sxsw,N/A,2.0,N/A,googl hotpot anyon use  sxsw,Neutral
8247,Google Hotpot is a new app that let's people rate where they are. I guess its a logical business progression for them #MarissaGoogle #sxsw,Other Google product or service,1.0,Google,googl hotpot new app let peopl rate  guess logic busi progress marissagoogl sxsw,Positive
8248,"Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",Other Google product or service,1.0,Google,googl hotpot  rate restaur get person reco eat  um  think foursquar  yelp  etc cover alreadi  sxsw,Unknown
8249,"google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",Other Google product or service,1.0,Google,googl hotpot  yelp killer  impress integr  person recommend  realli fast sxsw,Positive
8250,After 5 straight days on my iPad at #sxsw it's such a welcome change to flip through a fashion mag #printisnotdead #digitalblasphemy,N/A,2.0,N/A, straight day ipad sxsw welcom chang flip fashion mag printisnotdead digitalblasphemi,Neutral
8251,"Look for transit info for US and Canada at GTFS, city-go-round, Transit Developer Google group #sxsw #transitapps",N/A,2.0,N/A,look transit info us canada gtf  citygoround  transit develop googl group sxsw transitapp,Neutral
8252,"Sounds intriguing... RT @mention Lots of chatter around Google's new social network, Circles #SXSW -KEK",Other Google product or service,1.0,Google,sound intrigu  rt lot chatter around googl new social network  circl sxsw  kek,Positive
8253,Google introducing check-in status and rewards at #sxsw - mobile is where it's at. {link},N/A,1.0,N/A,googl introduc checkin statu reward sxsw  mobil   link ,Neutral
8254,Crowd control at the Apple pop up #sxsw  {link},N/A,2.0,N/A,crowd control appl pop sxsw  link ,Neutral
8255,don't distrub my circles - RT @mention We're not launching any products at #SXSW - dancing today {link},N/A,2.0,N/A,dont distrub circl  rt launch product sxsw  danc today  link ,Neutral
8256,"The Industry Party #GSDM #Google was a grand affair.
#SXSW",Google,1.0,Google,industri parti gsdm googl grand affair  sxsw,Positive
8257,Got lost trying to fond the apple store in Austin so @mention instead!! #sxsw,N/A,2.0,N/A,got lost tri fond appl store austin instead   sxsw,Neutral
8258,"iPad is its own thing - in addition to, not in place of print - @mention cuts through the #sxsw b.s. at #newsapps panel",iPad,1.0,Apple,ipad thing  addit  place print  cut sxsw b   newsapp panel,Positive
8259,Apple rents retail space downtown Austin for #SXSW {link} Must avoid 3-block radius tomorrow (via @mention,Apple,2.0,Apple,appl rent retail space downtown austin sxsw  link  must avoid   block radiu tomorrow  via,Neutral
8260,iPad 2 Gets Temporary Apple Store for SXSW {link} #Apple #AppleStore #iPad2 #SXSW #Verizon,N/A,2.0,N/A,ipad  get temporari appl store sxsw  link  appl applestor ipad sxsw verizon,Neutral
8261,First shots w/iPad 2 from #sxsw {link},N/A,2.0,N/A,first shot w  ipad  sxsw  link ,Neutral
8262,Are you attending the #SXSW and want to explore #Austin ? Check out @mention for Austin {link} (via @mention,N/A,2.0,N/A,attend sxsw want explor austin  check austin  link   via,Neutral
8263,"Perfect attention to detail RT @mention Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",Google,0.0,Google,perfect attent detail rt googl recreat code pacman doodl  origin bug includ  sxsw googledoodl,Unknown
8264,What's better than sweets? A new iPad just in time for #sxsw,iPad,1.0,Apple,what better sweet  new ipad time sxsw,Positive
8265,Design Patterns For User Engagement at SXSW. I'm interested to hear what google has to say on the subject... #SXSW #makinggamesbetter,N/A,2.0,N/A,design pattern user engag sxsw  im interest hear googl say subject  sxsw makinggamesbett,Neutral
8266,iPhone battery about to die. Nooooooooooooooo. #sxsw,N/A,2.0,N/A,iphon batteri die  nooooooooooooooo  sxsw,Neutral
8267,iPhone battery is going quickly. Guy behind me let me borrow his portable charger. I want one! {link} #SXSW,iPhone,0.0,Apple,iphon batteri go quickli  guy behind let borrow portabl charger  want one   link  sxsw,Neutral
8268,iPhone battery maintenance is a fine art at #sxsw,N/A,2.0,N/A,iphon batteri mainten fine art sxsw,Neutral
8269,Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw,N/A,2.0,N/A,loui vuitton iphon app  call ambl digitalluxuri sxsw,Negative
8270,Google actually does have an official death policy. One of only a few. via @mention #digitaldeath #sxsw,N/A,2.0,N/A,googl actual offici death polici  one  via digitaldeath sxsw,Neutral
8271,Are you stuck inthat long a$$ line at the Apple store? Come check us out! We are in the next block across from Driskill! #Apple #SXSW  #WAM,N/A,2.0,N/A,stuck inthat long   line appl store  come check us  next block across driskil  appl sxsw wam,Neutral
8272,No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},iPad or iPhone App,1.0,Apple,stumbl around lost sxsw  stay contact group iphon applic  link ,Neutral
8273,Are you stupid at #sxsw ? Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link},N/A,2.0,N/A,stupid sxsw  find mac game  link  via ipad     link ,Neutral
8274,Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #Mac,N/A,2.0,N/A,stupid  find sxsw mac  link  special price  game mac,Neutral
8275,Any #startups need an #android developer for #SXSW?,N/A,2.0,N/A,startup need android develop sxsw ,Neutral
8276,82% of future tablet buyers say they'll choose Apple's iPad See pop-up store at #SXSW {link},iPad,1.0,Apple,  futur tablet buyer say theyll choos appl ipad see popup store sxsw  link ,Positive
8277,"Internet tv is coming. Google tv, dvrs, xbox. This train isn't stopping. Barry Diller #sxsw",N/A,2.0,N/A,internet tv come  googl tv  dvr  xbox  train isnt stop  barri diller sxsw,Neutral
8278,"OK #Sxsw tweeps on my flight, no one freak out... I'm going to be reading a book. A real one. No iPad, no kindle - just paper. ;) #analog",N/A,2.0,N/A,ok sxsw tweep flight  one freak  im go read book  real one  ipad  kindl  paper   analog,Neutral
8279,@mention tweeted: RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need ...,N/A,2.0,N/A,tweet  rt best thing ive heard weekend sxsw  gave ipad  money japan relief  dont need ,Neutral
8280,I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,N/A,2.0,N/A,im livetweet sxsw rt user drive b  mile year googl map navig  jr,Neutral
8281,"If I'm retweeting it, chances are it's being added to my spreadsheet #sxsw {link}",N/A,2.0,N/A,im retweet  chanc ad spreadsheet sxsw  link ,Neutral
8282,"Watching Twit Live #SXSW, want to go next year now. Also want an ipad, but I'm content to wait awhile. I always buy technology late anyway.",iPad,1.0,Apple,watch twit live sxsw  want go next year  also want ipad  im content wait awhil  alway buy technolog late anyway ,Positive
8283,I need a Twitter app recommendation for my new iPad 2. Thoughts? #SXSW,N/A,2.0,N/A,need twitter app recommend new ipad   thought  sxsw,Unknown
8284,Nice of #Twitter to lwr boom on #API devs undr covr of #japan #tsunami #earthquake #sxsw #wisconsin #libya {link},N/A,2.0,N/A,nice twitter lwr boom api dev undr covr japan tsunami earthquak sxsw wisconsin libya  link ,Neutral
8285,"Wow, The Twitter. Can look it up on The Google :). RT @mention In honor of @mention How is everyone on The Twitter doing? #SXSW",N/A,2.0,N/A,wow  twitter  look googl   rt honor everyon twitter  sxsw,Unknown
8286,Google's two main #seo factors: Topicality and site authority from via @mention at #sxsw,N/A,2.0,N/A,googl two main seo factor  topic site author via sxsw,Neutral
8287,"Block party capitalism ballroom f #sxsw
Just went to google thing last session but only because first choice was full",N/A,2.0,N/A,block parti capit ballroom f sxsw went googl thing last session first choic full,Neutral
8288,New Mike Tyson game coming to the iPhone - {link} #iPhone #SXSW #VideoGames #Tyson #art #cartoon,N/A,2.0,N/A,new mike tyson game come iphon   link  iphon sxsw videogam tyson art cartoon,Neutral
8289,"Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw {link}",N/A,2.0,N/A,hi  accident took ipad techi set pepsicostag  would pleas return  sxsw  link ,Neutral
8290,@mention U in this line? RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},N/A,2.0,N/A,u line  rt  line appl popup store austin  open  pm  sxsw  link ,Neutral
8291,How do you know when you are at a Google party? You find the only Samsung galaxy tab at #sxsw... {link},N/A,2.0,N/A,know googl parti  find samsung galaxi tab sxsw   link ,Neutral
8292,To all you nice people going to #SXSW have fun. check in with  #TWIT #TWIG @mention  @mention @mention . Any #android #podcasters?,N/A,2.0,N/A,nice peopl go sxsw fun  check twit twig  android podcast ,Positive
8293,How do you use maps? Mayer: 40% Of Google Maps Usage Is Mobile (There r 150 Million Mobile Users) {link} via @mention #sxsw,N/A,2.0,N/A,use map  mayer    googl map usag mobil  r  million mobil user   link  via sxsw,Neutral
8294,"Hey if you're at #sxsw, try out the early iPhone/android beta of Hitchery and let us know what you think! {link}",N/A,2.0,N/A,hey your sxsw  tri earli iphon  android beta hitcheri let us know think   link ,Neutral
8295,Great visualisation of the ghost movement logic in PacMan during the Google Doodles session @mention #sxsw. More details here. {link},N/A,1.0,N/A,great visualis ghost movement logic pacman googl doodl session sxsw  detail   link ,Positive
8296,"Highly doubt @mention will announce new social effort at #sxsw today...does not seem their style, but I greatly look forward to seeing it.",N/A,2.0,N/A,highli doubt announc new social effort sxsw today  seem style  greatli look forward see ,Neutral
8297,"On the couch with iPad propped on my gut full of breakfast tacos. A dangerous position for inertia. What's happening tonight, #SXSW friends?",iPad,2.0,Apple,couch ipad prop gut full breakfast taco  danger posit inertia  what happen tonight  sxsw friend ,Positive
8298,wow you suck {link} iPad #sxsw Rebecca Black #fab5,iPad,0.0,Apple,wow suck  link  ipad sxsw rebecca black fab,Unknown
8299,"The kid ducked, exposing a 4chan4eva tattoo on the small of his back. The iPad flew right over him. #sxsw",N/A,2.0,N/A,kid duck  expos chaneva tattoo small back  ipad flew right  sxsw,Neutral
8300,"?? from audience asks @mention what her favorite non-Google product is &amp; why - she says, I really love my Swiss Omega watch #SXSW",N/A,2.0,N/A,  audienc ask favorit nongoogl product   say  realli love swiss omega watch sxsw,Neutral
8301,"Never thought I'd be sitting on the floor of the Austin Convention Center, but that's the best place to plug in my iPhone charger. #sxsw",N/A,2.0,N/A,never thought id sit floor austin convent center  that best place plug iphon charger  sxsw,Neutral
8302,Apple brought in 5 employees from each store in Texas to staff the popup store. #SXSW,N/A,2.0,N/A,appl brought  employe store texa staff popup store  sxsw,Neutral
8303,Apple brought touch UI to the masses and I'm listening to 2 Microsoft guys talk about it. #sxsw,N/A,2.0,N/A,appl brought touch ui mass im listen  microsoft guy talk  sxsw,Neutral
8304,"Npr fan built first iPhone app, not affiliated with npr he was firefighter and coder #sxsw",N/A,2.0,N/A,npr fan built first iphon app  affili npr firefight coder sxsw,Neutral
8305,So grateful my Twitterstream is mostly full of empathy and concern for events other than iPad 2 and #sxsw.,N/A,2.0,N/A,grate twitterstream mostli full empathi concern event ipad  sxsw ,Neutral
8306,Google could = search engines. Google instead = useful information. #savebrands #sxsw,Google,1.0,Google,googl could  search engin  googl instead  use inform  savebrand sxsw,Positive
8307,"Google would be a great partner for us, says @mention Looking for more distribution and better products. #sxsw",Google,1.0,Google,googl would great partner us  say look distribut better product  sxsw,Positive
8308,wish i could go @mention Head over to {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW tonight,N/A,2.0,N/A,wish could go head  link  pm cst today win vip access acoust solo set sxsw tonight,Neutral
8309,Room is full here at re iPad design headaches talk. #sxsw,N/A,1.0,N/A,room full ipad design headach talk  sxsw,Unknown
8310,"@mention ummm - are u a dinosaur?   #SXSW question are u a dinosaur, shark, ninja or pirate.   #google party like it's 1986.",N/A,2.0,N/A,ummm  u dinosaur  sxsw question u dinosaur  shark  ninja pirat  googl parti like  ,Neutral
8311,"CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV and computers: {link} #SXSW",N/A,2.0,N/A,cnn launch  tv everywher  servic mobil  googl tv comput   link  sxsw,Neutral
